archivo,d1_mean_0,d1_mean_1,d1_mean_2,d1_mean_3,d1_mean_4,d1_mean_5,d1_mean_6,d1_mean_7,d1_mean_8,d1_mean_9,d1_mean_10,d1_mean_11,d1_mean_12,d1_mean_13,d1_mean_14,d1_mean_15,d1_mean_16,d1_mean_17,d1_mean_18,d1_mean_19,d1_std_0,d1_std_1,d1_std_2,d1_std_3,d1_std_4,d1_std_5,d1_std_6,d1_std_7,d1_std_8,d1_std_9,d1_std_10,d1_std_11,d1_std_12,d1_std_13,d1_std_14,d1_std_15,d1_std_16,d1_std_17,d1_std_18,d1_std_19,d2_mean_0,d2_mean_1,d2_mean_2,d2_mean_3,d2_mean_4,d2_mean_5,d2_mean_6,d2_mean_7,d2_mean_8,d2_mean_9,d2_mean_10,d2_mean_11,d2_mean_12,d2_mean_13,d2_mean_14,d2_mean_15,d2_mean_16,d2_mean_17,d2_mean_18,d2_mean_19,d2_std_0,d2_std_1,d2_std_2,d2_std_3,d2_std_4,d2_std_5,d2_std_6,d2_std_7,d2_std_8,d2_std_9,d2_std_10,d2_std_11,d2_std_12,d2_std_13,d2_std_14,d2_std_15,d2_std_16,d2_std_17,d2_std_18,d2_std_19
100_Negative_female_49.wav,0.0017190793,0.0022477987,0.0032881396,0.0032877515,0.0027548773,0.003058911,0.002965677,0.004069676,0.003632267,0.0032044195,0.0031227048,0.0028193826,0.003395556,0.0020476289,0.0011841408,0.00023021059,-0.00036468884,-0.00036528416,-0.002182235,-0.003085768,28.891823,6.178499,6.6622267,3.6413689,5.6684456,4.167571,4.0759816,2.457806,2.1880116,1.7838777,1.7666581,1.9539312,1.7184995,2.2323074,1.113587,2.203203,1.4011579,1.367307,1.492421,1.1887083,0.0022835732,0.0053022928,0.0031692567,0.0038109757,0.00455334,0.0027150954,0.004135369,0.00086815836,0.0023561937,0.0016326178,0.00096275896,0.0015369974,-0.0017313601,6.910577e-05,-0.0019897157,-0.0014573954,-0.0019769531,-0.004017904,-0.0020557416,-0.004395213,14.065326,2.9345934,2.7308838,2.0855064,2.710439,1.9577435,2.0517085,1.2097677,1.111507,1.1333284,1.1919259,1.3866501,1.1998668,1.0811722,0.9414474,0.9656405,0.96893173,0.92871433,0.9611902,0.84196585
1010_Negative_male_27.wav,0.21182634,0.30501506,0.28722772,0.18205214,0.051318657,0.061607264,0.037199844,0.0020894243,0.02760236,-0.02587936,-0.015015537,-0.021367641,-0.013720234,0.011968923,-0.008803426,-0.024113249,-0.037381563,-0.012376369,-0.017761443,-0.005517433,30.660763,5.5574827,7.5072017,3.624444,4.7740846,3.4110873,4.309398,1.6419448,2.3250813,1.788464,1.9523538,2.0619347,1.3369415,1.6365297,0.9940528,1.686473,1.2008466,1.5851384,1.4002119,0.9424622,-0.14452079,-0.058213163,-0.011826143,-0.06392465,0.023605403,0.029800877,0.013049382,0.013105557,0.01556232,0.010367049,0.0032507223,0.0091775395,-0.0018872562,0.009884106,-0.0037339744,0.010461632,0.014502908,-0.0036678978,0.005911445,-0.0051518274,10.9441805,2.400964,2.8106945,2.007558,1.7111659,1.4150887,2.0128176,0.88944876,1.0508215,0.787864,0.9156341,1.1432897,0.82281387,0.907184,0.6214133,0.88944584,0.57488316,0.67825514,0.81029433,0.55098224
1012_Negative_male_20.wav,9.2860246e-05,-4.317314e-05,-0.0001719596,-5.952082e-05,-0.00016463098,-0.00037361792,-0.00025625533,-0.00016239927,-0.000350731,-0.0003587416,-0.00020204078,-0.00032232844,-0.00041974476,-0.00017376586,-3.3629658e-05,-7.469747e-05,0.00015389877,0.0004168096,0.00034055693,0.0003418855,26.449806,4.1552362,3.4833188,2.574216,3.1850502,4.232303,3.6121597,1.6559573,1.8113867,1.3040792,1.7541648,1.7214103,1.9897085,1.678028,1.4923636,1.4170117,1.68649,1.2109472,1.6193142,1.0666531,7.305887e-06,-0.00012547051,-0.00017451902,3.3625445e-05,7.134023e-05,2.86136e-05,0.00028135077,0.0004959549,0.00042263357,0.00046945125,0.00061316206,0.00044738277,0.00024447698,0.00030040278,0.00021576397,-6.516304e-05,-0.000116935465,-0.00013638574,-0.00044563212,-0.00064970413,9.772968,2.01505,1.2399421,1.2271985,1.2930443,1.772813,1.660363,0.71141696,0.6806815,0.73918635,0.9079569,0.9181571,1.005743,0.75744075,0.7733234,0.6868092,0.7637385,0.6475251,0.8791682,0.53567255
1013_Negative_female_23.wav,0.9323444,-0.057487316,-0.2575682,0.23726818,-0.23279542,0.059929635,-0.06340369,0.008323806,-0.0006438526,-0.08481663,-0.07312654,-0.13449827,-0.007132557,0.0013336644,0.0035754303,-0.031303827,-0.011128372,-0.02606423,0.021854045,0.013121187,24.06422,8.066289,5.4947276,3.5812569,4.0494213,2.2120311,3.131849,1.9849793,2.5442967,2.8838918,1.7463813,1.8294307,1.7919415,1.4866632,1.4624411,1.194748,1.3767525,1.0357417,1.5453246,1.317404,-0.15349467,-0.032252163,0.023325235,-0.004743153,0.03145866,-0.010422284,0.022883492,0.01233508,0.022514274,0.011105945,0.009599144,0.016380306,0.0030657214,0.0094163185,0.0032047357,0.010212872,-0.0068891183,-0.017772013,-0.0056491583,0.021089343,10.844919,4.0212426,2.231901,1.965885,1.9665362,1.260148,1.997834,1.0265924,1.3990834,1.3760346,0.8250718,1.0396718,1.0285373,1.0514632,0.86773866,0.79346347,0.8970958,0.64624196,0.899083,0.7316244
1014_Negative_male_29.wav,0.031584665,0.033658873,0.006129566,-0.024203088,-0.042319205,-0.039410762,-0.017189201,0.013143876,0.03664425,0.042096455,0.027421037,0.00038240364,-0.025586765,-0.03817516,-0.032118626,-0.011378217,0.0133027015,0.029997263,0.031411797,0.018062789,21.733927,9.119833,6.6308327,4.0730357,3.8586295,3.3426793,2.491281,2.8173838,2.0532496,2.065369,1.870651,2.1571367,1.6153296,1.5372957,1.4250838,1.3244365,1.1914417,1.3467693,1.2490622,1.3070307,0.008328136,0.008420213,0.0001011636,-0.008812279,-0.013566306,-0.011447047,-0.0031767664,0.00742069,0.015305304,0.016699752,0.010919485,0.0006599216,-0.009367315,-0.014735124,-0.013384004,-0.0064793653,0.0023228244,0.008771316,0.010094847,0.006235463,12.210449,5.826372,3.1911495,2.8407497,2.1424215,1.739233,1.532168,1.752833,1.3175005,1.3241283,1.1003572,1.2344508,1.0897522,1.0133522,0.94694805,0.8200888,0.8050644,0.89097184,0.84514904,0.85147995
1015_Negative_female_43.wav,-0.42878,-0.21461828,0.11683501,-0.011814318,-0.050322607,0.05754864,0.027196875,-0.061364345,0.07218966,0.048560698,-0.048083827,0.072654925,0.07673988,-0.038171597,0.00031500257,0.04278902,0.035132002,0.045347504,-0.033658564,0.008029022,36.785767,8.9279585,4.5973787,3.371926,2.315477,3.1591353,2.9964473,1.4989071,1.6370101,1.7555677,1.2874376,1.3543752,1.5504364,1.2933716,1.3106751,1.157602,1.3781021,1.1941519,1.1329716,1.2647079,-0.08197222,0.017041666,0.0371739,-0.02816276,0.020286057,0.019209264,-0.01730786,-0.023581784,0.032112263,-0.008010062,-0.026387665,0.012600011,-0.011174598,-0.01156132,0.0152605325,0.03385319,-0.005666098,-2.20279e-05,0.017464159,-0.038342692,18.616365,4.47569,2.5889778,1.9464549,1.3736963,1.9474946,1.7522992,1.1178997,1.055237,1.0609635,0.8723076,0.89048856,0.86586505,0.8243834,0.8580954,0.6629458,0.86242175,0.71331763,0.6161361,0.815348
1016_Negative_male_28.wav,0.05649194,0.065223195,0.030669568,-0.0013027685,-0.0142315645,-0.012059697,-0.008398939,-0.00988383,-0.014862671,-0.018874016,-0.018650578,-0.014718495,-0.0097342,-0.005178821,-0.0025936186,-0.004141878,-0.008405936,-0.011125704,-0.009965644,-0.0043148836,18.693663,5.456937,4.439307,2.7530007,3.110633,1.7437565,1.9835346,1.8887469,2.4719152,1.3955534,1.3204803,1.2579443,1.2790644,1.3178133,1.0341015,1.181518,0.98302794,1.2791679,0.9371379,0.92942137,-0.023448205,-0.02632799,-0.0102354465,0.004507023,0.010647065,0.011359918,0.012402524,0.013022074,0.009791099,0.0024736365,-0.005728235,-0.010092776,-0.009291824,-0.007520494,-0.0077157267,-0.007673076,-0.004695954,0.0018237418,0.00987699,0.01399458,7.804294,3.0525842,1.960764,1.6437817,1.5234333,1.1648282,1.1194792,1.024247,1.3385568,0.836709,1.0397359,0.81296724,0.8168256,0.8604733,0.7293834,0.7164557,0.67780757,0.69089586,0.65477383,0.6334709
1018_Negative_male_39.wav,0.00273286,0.0038515613,0.003811358,0.0037446262,0.0036520732,0.0035344646,0.0033928454,0.00322844,0.003042719,0.0028372402,0.0026138427,0.0023744253,0.0021210504,0.0018558882,0.001581172,0.0012992518,0.0010124525,0.0007231876,0.0004337917,0.00014663587,29.862444,10.311005,5.5637217,3.2893586,4.5762386,4.946057,4.6969514,2.5002184,3.4038954,2.0633416,2.2660043,1.726531,1.5867022,2.3902187,1.5190024,2.2631533,1.658426,1.811344,1.3120759,1.5376306,0.0024407438,0.0034398385,0.003403907,0.0033444064,0.0032618192,0.003156897,0.0030305577,0.0028838774,0.0027181862,0.0025349339,0.0023356716,0.0021221791,0.0018962491,0.0016598209,0.0014149355,0.0011636374,0.0009080442,0.00065029546,0.00039247988,0.00013671863,17.176708,5.9650426,3.3411174,2.1775336,2.8389578,2.4418175,2.5931895,1.4357066,2.0482676,1.4257447,1.4047527,1.1085823,1.1459799,1.5730222,0.9623639,1.1261537,1.06172,1.0848026,0.809509,0.99404204
1019_Negative_female_43.wav,1.0536993,1.0179942,0.08455776,-0.47011402,-0.40043893,-0.11294937,0.014046045,0.010565381,0.019397995,-0.013023394,-0.15174498,-0.2583448,-0.19127136,-0.04133251,-0.0018842426,-0.093459144,-0.15661019,-0.113623746,-0.059527416,-0.059834488,32.39296,10.37627,7.7743263,5.3416877,6.4861703,4.9175873,3.4545898,4.804282,3.2114441,2.0529351,1.9890145,2.3134933,2.0147476,2.1801229,2.333383,2.422875,1.9594468,1.7766991,1.5816631,1.5272847,-0.11895291,-0.15241137,-0.12199572,-0.08763113,-0.039100926,0.008940591,0.030611606,0.025645997,0.011197536,0.011008029,0.03464795,0.055835217,0.05002932,0.032626722,0.029598089,0.043843895,0.0559863,0.03947029,-0.000824216,-0.019950189,12.586773,4.7193136,3.1303754,2.3984108,3.0565689,2.1823828,1.7998999,1.885656,1.5609579,0.9249054,0.96557593,1.0683913,0.9765491,1.0293217,0.9976746,1.051042,0.9040311,0.85575783,0.7732923,0.75796974
101_Negative_female_26.wav,-1.7274101e-06,0.0,0.0,0.0,0.0,3.598771e-08,-8.996928e-09,0.0,0.0,0.0,-5.9979515e-09,0.0,0.0,-5.9979515e-09,8.996928e-09,5.9979515e-09,4.498464e-09,0.0,2.9989757e-09,2.9989757e-09,29.649574,9.335146,8.355996,4.24008,4.42297,2.9856608,2.9125125,2.6179552,2.8593104,1.7033966,1.8915607,2.2834735,1.5987514,0.9193489,1.227597,1.4448024,0.9026388,1.0844206,0.9403123,0.8623167,-2.8790168e-07,-1.1995903e-08,0.0,-5.9979515e-09,-1.6494367e-08,1.4994879e-09,5.9979515e-09,-1.499488e-08,0.0,0.0,2.9989757e-09,2.9989757e-09,1.499488e-08,5.9979515e-09,-2.9989757e-09,1.1995903e-08,-4.498464e-09,7.49744e-09,-1.4994879e-09,-1.4994879e-09,13.681269,5.3554316,4.0082374,1.8838955,2.223888,1.6732397,1.7409036,1.5721841,1.4056004,0.9717419,1.175709,1.4199919,0.8613206,0.6542224,0.8237666,0.94108194,0.8831243,0.66362506,0.67497516,0.64742255
1020_Negative_male_34.wav,1.10435,0.74642825,0.091208674,0.10429428,0.17438404,0.13946511,-0.02419391,0.02418962,0.09116501,0.04464992,-0.044135947,-0.07689371,-0.009819977,-0.0664683,-0.06518875,0.024686469,-0.012423676,0.034459643,-0.0016902604,-0.032394316,29.368118,3.772729,2.9095645,1.9124899,2.3570695,1.4470702,1.7343959,1.8154101,1.3544171,1.7721868,1.3221643,1.1750987,1.3864746,0.838436,0.73521125,0.7935983,0.7179426,0.93715626,0.66068536,0.7685169,0.122169666,0.12410444,-0.08784839,-0.07761595,0.010210928,-0.03534491,-0.06038667,-0.017406939,-0.005222329,0.014532284,0.023747364,-0.05186657,0.030012462,-0.0032313054,-0.005583576,0.031544067,-0.010386033,0.036299966,0.015485733,-0.008188392,12.841393,1.6761338,1.3747721,1.3593509,1.240982,0.94017583,0.97078204,1.2833656,0.874977,0.91989446,0.7170221,0.8733412,0.7182558,0.5676067,0.5064737,0.6474742,0.50593805,0.6724022,0.54212636,0.6072465
1021_Negative_male_25.wav,-1.380886e-07,1.7261074e-08,-6.90443e-08,0.0,3.452215e-08,0.0,0.0,4.3152686e-09,0.0,-1.7261074e-08,1.2945805e-08,0.0,-2.1576343e-09,0.0,-2.1576343e-09,4.3152686e-09,4.3152686e-09,0.0,0.0,-8.630537e-09,30.600172,9.884125,7.3092117,4.323512,4.463144,4.5185814,4.000442,2.2769485,2.3681948,2.6039348,2.6661267,2.335729,1.8178006,2.0768752,1.4055693,1.5748646,1.1135051,1.8275992,1.181926,1.2059679,-2.330245e-07,1.0356644e-07,0.0,-6.4729027e-09,1.7261074e-08,-2.589161e-08,1.7261074e-08,-5.3940856e-09,0.0,4.3152686e-09,-4.3152686e-09,0.0,1.510344e-08,8.630537e-09,-1.0788171e-09,0.0,-6.4729027e-09,0.0,-2.6970428e-09,5.394086e-10,17.55501,6.151469,3.9676435,2.637547,2.9645004,2.3387146,2.620166,1.1356999,1.8491445,1.3800712,1.4251158,1.2838027,1.1471815,1.282564,0.8134902,0.9240132,0.6878649,0.8970905,0.85504246,0.6997689
1022_Negative_male_48.wav,-6.103516e-08,-2.7974446e-08,0.0,2.5431315e-09,2.5431315e-09,7.629395e-09,-3.8146974e-09,0.0,-3.8146974e-09,6.357829e-09,7.629395e-09,-2.5431315e-09,2.5431315e-09,6.3578287e-10,-9.536744e-10,0.0,-2.5431315e-09,1.2715657e-09,-1.2715657e-09,0.0,25.869465,5.126155,5.1562033,3.3662584,2.805579,2.4641714,1.6552739,1.597323,2.0354319,1.2320908,1.4087843,1.1984588,0.8730729,0.9278843,0.8973422,0.90139675,0.87882423,0.7573991,0.9716831,0.79991734,4.1707358e-07,0.0,6.357829e-09,-8.90096e-09,1.0172526e-08,-1.2715657e-09,4.1325885e-09,2.5431315e-09,-3.8146974e-09,-1.2715657e-09,-2.5431315e-09,6.357829e-09,3.8146974e-09,-6.3578287e-10,-1.2715657e-09,4.7683715e-09,-7.947286e-10,-1.2715657e-09,2.22524e-09,3.1789144e-10,11.90247,2.752177,2.6571214,2.0353813,1.526571,1.2982035,0.850608,1.0177146,1.0988472,0.8271066,0.81212044,0.8028094,0.5967427,0.59131104,0.5555309,0.5242219,0.5028458,0.46170792,0.51701623,0.59692556
1023_Negative_male_29.wav,-4.6111725e-07,0.0,-2.0959876e-08,5.239969e-09,0.0,1.0479938e-08,0.0,0.0,0.0,-5.239969e-09,-3.2749805e-09,-3.929977e-09,2.6199845e-09,1.3099922e-09,2.6199845e-09,-3.2749805e-09,2.6199845e-09,1.178993e-08,1.3099922e-09,1.9649884e-09,34.163185,8.44994,7.7724895,4.2216544,6.137584,2.2683008,3.4619086,2.5552726,3.1980927,2.298685,2.1533415,2.674103,1.3829333,1.5016978,1.8415862,1.6424128,1.5767543,1.3458338,1.3427681,1.7548944,-5.239969e-07,-2.6199845e-09,-1.5719907e-08,-1.3099922e-08,-2.6199845e-09,-6.549961e-10,3.929977e-09,5.239969e-09,1.178993e-08,-1.3099922e-09,5.239969e-09,5.239969e-09,3.2749805e-09,3.929977e-09,0.0,1.3099922e-09,3.2749805e-09,-2.6199845e-09,1.9649884e-09,0.0,16.261045,4.9653554,3.464378,2.28219,2.740965,1.2809942,1.663313,1.2970823,1.5252712,1.1552956,1.2551892,1.2650851,0.78079265,0.75367016,0.89074606,0.9524705,0.84755254,0.7723174,0.69303906,0.85472536
